"user_id","age","gender","married","has_children","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","sign_up_date","total_clicks","total_nights","total_rooms","avg_hotel_per_room_usd","avg_base_fare_usd","session_count","avg_session_duration_in_seconds","total_cancellation","total_flight_with_discount","total_hotel_with_discount","avg_flight_discount","avg_hotel_discount","con_rate_flights","con_rate_hotels","con_rate_combined","total_return_flight_booked","age_bucket","family_status","activity_level","cancellation_behavior","discount_usage_behavior","booking_type_preference","interaction_duration","loyalty_level","hotel_price_category","flight_fare_category","total_trips","total_flight_booked","total_hotel_booked","total_seats","money_spent_hotel","money_spent_filght","money_spent_booking","total_time_before_trip","miles_flown"
"549141","29","F","true","true","usa","santa ana","SNA","33.676","-117.868","2023-01-24","97","8","4","316.50","","8","89","0","2","2","0.15","0.15","0.00","0.25","0.25","0","26-35","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Luxury","Unknown","2","0","2","","11041.8","","","",""
"549152","33","F","false","false","canada","quebec","YQB","46.788","-71.398","2023-01-24","267","13","4","90.00","395.49","8","610","1","2","3","0.15","0.10","0.50","0.50","1.00","4","26-35","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Budget","Mid-Range","3","4","3","2","2180","809.90","2989.90","12","4560.89"
"549154","49","M","true","true","canada","toronto","YKZ","43.862","-79.37","2023-01-24","172","26","6","125.40","366.05","8","158","0","2","3","0.15","0.15","0.38","0.63","1.00","3","36-50","Married With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","6","5","3","4261.60","1066.2620","5327.8620","11","5680.52"
"549190","18","F","false","false","canada","montreal","YMX","45.68","-74.039","2023-01-24","141","6","1","123.00","234.96","8","380","1","1","1","","","0.25","0.25","0.50","2","17-25","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Occasional Traveler","Mid-Range","Mid-Range","1","0","1","","738","","","",""
"549202","58","F","false","false","usa","jacksonville","NZC","30.219","-81.876","2023-01-24","165","23","5","195.20","359.13","8","152","0","0","1","","0.10","0.38","0.63","1.00","3","50+","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","6","5","3","3769.6","1077.40","4847.00","25","6325.72"
"549235","41","F","true","true","usa","los angeles","LAX","33.942","-118.408","2023-01-24","127","15","3","227.00","","9","105","0","1","1","0.30","0.20","0.00","0.22","0.22","0","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Mid-Range","Unknown","2","0","2","","4042.0","","","",""
"549251","31","F","false","true","usa","los angeles","LAX","33.942","-118.408","2023-01-24","142","3","1","164.00","688.78","8","132","0","0","0","","","0.25","0.13","0.38","2","26-35","Single With Children","High Activity","Low Cancellation","Non-Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","1","2","492","1377.56","1869.56","261","8176.84"
"549274","51","F","false","false","usa","st. louis","STL","38.748","-90.36","2023-01-24","153","1","1","81.00","75.22","8","141","0","2","1","0.08","0.10","0.13","0.13","0.25","1","50+","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Budget","Budget","1","2","1","1","81","75.22","156.22","6","411.33"
"549281","28","F","false","true","usa","new york","JFK","40.64","-73.779","2023-01-24","177","33","5","157.00","441.01","8","164","0","3","1","0.08","0.10","0.63","0.63","1.25","5","26-35","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","5","5","4247.0","2165.0315","6412.0315","43","12562.25"
"549290","19","M","false","false","usa","norfolk","ORF","36.894","-76.201","2023-01-24","59","11","1","162.00","","8","55","0","0","2","","0.10","0.00","0.13","0.13","0","17-25","Single With No Children","Medium Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Mid-Range","Unknown","1","0","1","","1782","","","",""
"549292","46","F","false","true","canada","edmonton","YED","53.667","-113.467","2023-01-24","142","6","4","257.33","557.06","8","132","0","2","2","0.15","0.20","0.38","0.38","0.75","3","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","4","3306","1671.18","4977.18","23","7111.01"
"549293","45","F","true","true","usa","cleveland","CLE","41.412","-81.85","2023-01-24","73","","","","","8","68","0","1","2","0.10","0.05","0.00","0.00","0.00","0","36-50","Married With Children","High Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"549303","37","F","false","false","usa","nashville","BNA","36.124","-86.678","2023-01-24","161","5","5","195.33","275.59","8","149","0","1","3","0.15","0.15","0.38","0.38","0.75","2","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","5","3","5","1205.00","826.78","2031.78","16","3427.02"
"549313","45","F","false","true","usa","corpus christi","CRP","27.77","-97.501","2023-01-24","97","3","2","167.00","163.70","8","91","0","1","0","0.05","","0.25","0.25","0.50","2","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Budget","2","4","2","2","469","327.40","796.40","15","1808.37"
"549320","18","F","false","true","usa","long beach","LGB","33.818","-118.151","2023-01-24","134","9","2","177.00","","8","125","0","3","1","0.15","0.05","0.00","0.25","0.25","0","17-25","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Mid-Range","Unknown","2","0","2","","1704","","","",""
"549357","46","F","false","false","usa","new orleans","MSY","29.993","-90.258","2023-01-24","77","5","1","138.00","314.83","9","64","0","3","2","0.20","0.08","0.22","0.11","0.33","2","36-50","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","1","2","655.50","583.501","1239.001","20","3863.27"
"549359","37","F","false","true","usa","colorado springs","COS","38.806","-104.7","2023-01-24","136","7","3","353.00","382.77","8","126","0","1","1","0.15","0.20","0.38","0.38","0.75","2","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Luxury","Mid-Range","3","5","3","3","2632","1148.32","3780.32","20","6853.93"
"549361","52","F","true","true","usa","new york","JFK","40.64","-73.779","2023-01-24","168","14","5","131.00","320.04","8","157","0","2","1","0.15","0.10","0.50","0.50","1.00","4","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","4","5","1889","1171.7395","3060.7395","28","6591.50"
"549366","49","M","true","true","usa","new york","JFK","40.64","-73.779","2023-01-24","54","","","","","8","51","0","2","1","0.18","0.05","0.00","0.00","0.00","0","36-50","Married With Children","Medium Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"549367","42","F","true","true","usa","new york","LGA","40.777","-73.872","2023-01-24","125","15","6","186.50","327.51","8","117","0","1","0","0.10","","0.38","0.50","0.88","3","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","6","4","5","3736","964.657","4700.657","23","3697.85"
"549377","44","F","true","false","usa","nashville","BNA","36.124","-86.678","2023-01-24","175","20","5","140.50","127.37","8","228","1","3","2","0.15","0.05","0.38","0.50","0.88","2","36-50","Married With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Budget","3","4","2","2","1336.45","230.986","1567.436","10","1406.80"
"549389","19","F","false","true","usa","phoenix","LUF","33.535","-112.383","2023-01-24","165","13","2","364.50","","8","153","0","2","1","0.30","0.05","0.00","0.25","0.25","0","17-25","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Luxury","Unknown","2","0","2","","4572.25","","","",""
"549390","26","F","false","true","usa","spokane","SKA","47.615","-117.656","2023-01-24","105","31","5","84.00","","8","98","0","3","1","0.12","0.10","0.00","0.38","0.38","0","26-35","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Occasional Traveler","Budget","Unknown","3","0","3","","4495.6","","","",""
"549450","45","F","true","true","usa","richmond","RIC","37.505","-77.319","2023-01-24","278","","","","14280.38","8","792","1","1","3","","0.13","0.25","0.13","0.38","2","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Occasional Traveler","Unknown","Luxury","","","","","","","","",""
"549466","48","F","true","false","usa","philadelphia","PNE","40.082","-75.011","2023-01-24","187","2","2","286.50","126.97","8","173","0","1","0","0.20","","0.38","0.25","0.63","3","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Budget","3","6","2","3","573","380.90","953.90","17","2221.45"
"549472","24","F","false","false","canada","hamilton","YHM","43.173","-79.935","2023-01-24","204","1","1","160.00","104.51","8","190","0","1","0","0.20","","0.13","0.13","0.25","1","17-25","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Budget","1","2","1","1","160","104.51","264.51","11","528.79"
"549482","43","F","false","false","canada","vancouver","YVR","49.195","-123.182","2023-01-24","133","16","5","193.00","373.59","8","124","0","0","2","","0.13","0.63","0.63","1.25","5","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","5","5","3357.35","1867.93","5225.28","34","9696.51"
"549515","44","F","false","true","canada","ottawa","YOW","45.323","-75.669","2023-01-24","128","10","5","156.00","516.86","8","118","0","4","2","0.08","0.18","0.50","0.50","1.00","4","36-50","Single With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","8","4","5","2517.4","2013.462","4530.862","25","7999.32"
"549569","49","F","true","false","usa","minneapolis","MSP","44.88","-93.217","2023-01-24","98","5","2","197.00","424.28","8","91","0","3","1","0.08","0.05","0.38","0.25","0.63","3","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","6","2","4","970.80","1257.3560","2228.1560","208","5108.29"
"549572","55","F","false","true","usa","new york","LGA","40.777","-73.872","2023-01-24","149","11","6","169.00","255.23","8","140","0","0","1","","0.10","0.50","0.50","1.00","4","50+","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","4","6","1938.6","1020.91","2959.51","25","3671.45"
"549579","43","F","false","false","usa","st. louis","STL","38.748","-90.36","2023-01-24","76","2","1","116.00","183.70","8","71","0","2","1","0.15","0.05","0.13","0.13","0.25","1","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Budget","1","2","1","1","232","183.7","415.7","8","1109.81"
"549580","47","F","true","false","usa","dallas","DAL","32.847","-96.852","2023-01-24","159","15","7","181.17","329.71","8","149","0","1","1","0.10","0.10","0.75","0.75","1.50","6","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","6","12","6","7","2722.4","1978.24","4700.64","57","8904.81"
"549584","44","F","true","false","usa","san francisco","SFO","37.619","-122.375","2023-01-24","161","12","3","65.50","1006.78","8","150","0","2","0","0.13","","0.25","0.25","0.50","2","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Budget","Luxury","2","4","2","3","1048","2013.56","3061.56","12","7703.52"
"549608","59","F","true","true","usa","columbus","LCK","39.814","-82.928","2023-01-24","133","","","","","9","110","0","0","2","","0.08","0.00","0.00","0.00","0","50+","Married With Children","High Activity","No Flights Booked","Occasional Discount User","No Bookings","Short Sessions","No Bookings","Unknown","Unknown","","","","","","","","",""
"549611","48","F","false","false","usa","new york","JFK","40.64","-73.779","2023-01-24","149","14","8","116.00","463.68","9","123","0","1","2","0.10","0.05","0.67","0.67","1.33","6","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","6","12","6","8","1896.60","2782.06","4678.66","35","12573.33"
"549623","39","M","false","true","usa","louisville","LOU","38.228","-85.664","2023-01-24","128","5","6","203.25","292.97","8","120","0","2","1","0.18","0.20","0.50","0.50","1.00","4","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","4","6","1140.2","1171.88","2312.08","25","3973.92"
